Unnamed: 0,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,time_category,day_category,cab_category,days_passed,distance_km,shortest_distance_m,travel_time_s,lat_box,lon_box,box_id
90,7.7,2009-01-02 17:01:15+00:00,-73.997766,40.720584,-73.975593,40.724153,1,1,0,0,1,1.9102494029753248,2598.0,717.0,1,0,1_0
91,10.2,2009-01-02 20:53:06+00:00,-73.973338,40.743926,-73.991672,40.726644,2,3,0,0,1,2.4655771208609365,3027.0,605.0,1,1,1_1
93,9.3,2009-01-02 17:25:00+00:00,-73.98228,40.775347,-73.96006,40.758475,5,1,0,1,1,2.649785360476652,3044.0,857.0,2,0,2_0
99,6.1,2009-01-02 21:16:00+00:00,-73.981475,40.728915,-73.996775,40.725473,1,3,0,0,1,1.344883511676176,1844.0,493.0,1,1,1_1
102,5.7,2009-01-02 14:53:00+00:00,-73.98745799999999,40.73908,-73.97693199999999,40.729052,5,2,0,1,1,1.42476238194637,2237.0,589.0,1,0,1_0
103,10.1,2009-01-02 21:44:00+00:00,-73.972635,40.749397,-73.987525,40.720037,2,3,0,0,1,3.4974467049104585,5091.0,740.0,1,1,1_1
104,16.1,2009-01-02 16:28:00+00:00,-73.977673,40.779085,-73.99629,40.737108,2,2,0,0,1,4.923978577019273,6069.0,1358.0,2,1,2_1
105,6.1,2009-01-02 07:42:00+00:00,-73.98167,40.76626,-73.99682,40.744107,1,0,0,0,1,2.7742162824288705,3659.0,847.0,2,1,2_1
106,11.8,2009-01-03 00:48:24+00:00,-73.984241,40.695805,-73.991761,40.744243,3,0,1,0,1,5.42321680605157,6261.0,1051.0,1,0,1_0
107,6.7,2009-01-02 17:48:10+00:00,-73.97371,40.750368,-73.98763000000001,40.751872,2,1,0,0,1,1.1844306875295154,1552.0,534.0,2,1,2_1
109,8.1,2009-01-02 11:00:26+00:00,-73.96029,40.761985,-73.984832,40.748782,1,2,0,0,1,2.5354677743676706,4066.0,806.0,2,1,2_1
111,8.5,2009-01-02 11:09:00+00:00,-73.98561,40.757013,-73.965615,40.771768,6,2,0,1,1,2.351076826507396,2948.0,720.0,2,0,2_0
112,8.5,2009-01-02 13:09:00+00:00,-74.00418499999999,40.721727,-73.992858,40.743722,1,2,0,0,1,2.625356221866957,3431.0,772.0,1,0,1_0
116,8.1,2009-01-02 11:10:47+00:00,-73.980122,40.748762,-74.002421,40.724107,1,2,0,0,1,3.323513710828888,3668.0,856.0,1,1,1_1
118,5.7,2009-01-03 00:31:00+00:00,-73.97896999999999,40.736855,-73.993172,40.739923,3,0,1,0,1,1.2442299515751096,1523.0,438.0,1,1,1_1
119,13.3,2009-01-02 15:00:00+00:00,-73.994253,40.751272,-73.96300000000001,40.778148,3,2,0,0,1,3.9823198015098265,5176.0,1162.0,2,0,2_0
120,14.1,2009-01-02 10:52:00+00:00,-73.992347,40.759503,-73.99786800000001,40.716843,1,2,0,0,1,4.766327776849891,6632.0,1233.0,2,0,2_0
122,5.3,2009-01-03 00:40:00+00:00,-73.997313,40.736812,-73.98934799999999,40.731623,5,0,1,1,1,0.8850461056692295,1660.0,516.0,1,0,1_0
123,11.4,2009-01-03 00:44:49+00:00,-73.970535,40.763935,-73.96465,40.794974,1,0,1,0,1,3.48676880267956,5197.0,924.0,2,1,2_1
124,11.0,2009-01-02 02:16:47+00:00,-73.95711899999999,40.769846,-73.938419,40.764929,1,0,0,0,1,1.6670365694116096,6224.0,1155.0,2,1,2_1
125,4.9,2009-01-02 09:15:00+00:00,-73.972077,40.794502,-73.97834,40.783228,1,1,0,0,1,1.3599838098346433,1710.0,439.0,2,1,2_1
126,6.6,2009-01-03 00:31:06+00:00,-73.994078,40.751688,-73.973878,40.743849,1,0,1,0,1,1.9119116830552,3057.0,999.0,2,0,2_0
128,8.1,2009-01-02 22:32:00+00:00,-73.981539,40.760298,-73.996439,40.731974,2,3,0,0,1,3.390399429135256,3784.0,942.0,2,1,2_1
129,6.2,2009-01-02 23:56:11+00:00,-74.00422900000001,40.751729,-73.99675,40.7445,2,0,0,0,1,1.021311171247633,1339.0,327.0,2,0,2_0
130,9.3,2009-01-02 13:41:00+00:00,-73.98607700000001,40.722462,-74.000877,40.718823,1,2,0,0,1,1.3112583580996875,1817.0,550.0,1,0,1_0
131,5.8,2009-01-02 01:30:25+00:00,-73.982709,40.731486,-73.992269,40.72138,1,0,0,0,1,1.3826660105701531,1794.0,432.0,1,0,1_0
132,11.7,2009-01-03 14:40:03+00:00,-74.002985,40.726938,-73.998182,40.693802000000005,1,2,1,0,2,3.706728489912525,5308.0,1085.0,1,0,1_0
135,5.3,2009-01-03 10:29:00+00:00,-73.98223,40.755597,-73.968395,40.762505,2,2,1,0,2,1.3956627366955912,1851.0,525.0,2,0,2_0
136,6.2,2009-01-03 02:57:49+00:00,-73.972739,40.750431,-73.961354,40.764803,2,0,1,0,2,1.8637206783178424,2485.0,557.0,2,1,2_1
139,4.9,2009-01-03 12:16:00+00:00,-73.97055,40.75674,-73.9685,40.76316,1,2,1,0,2,0.7344550131278683,1523.0,462.0,2,1,2_1
141,8.1,2009-01-04 00:53:00+00:00,-73.97112,40.751153,-73.99190300000001,40.741583,1,0,1,0,2,2.0488262197033342,3216.0,800.0,2,1,2_1
146,10.1,2009-01-04 01:01:00+00:00,-73.98954300000001,40.758773,-73.95399,40.772102,2,0,1,0,2,3.340940342934825,4641.0,1015.0,2,0,2_0
147,8.1,2009-01-03 23:30:00+00:00,-74.00054,40.742538,-73.98938000000001,40.726258,1,0,1,0,2,2.0399019021300235,3522.0,799.0,1,0,1_0
151,7.3,2009-01-04 00:17:00+00:00,-73.99051700000001,40.724825,-74.00566500000001,40.736773,2,0,1,0,2,1.8423493338662773,2499.0,647.0,1,0,1_0
152,14.1,2009-01-03 13:02:00+00:00,-73.98711800000001,40.758372,-74.000462,40.722177,1,2,1,0,2,4.17876795027776,5875.0,1382.0,2,0,2_0
153,4.9,2009-01-03 09:41:26+00:00,-73.97926600000001,40.74717,-73.97383,40.761418,1,1,1,0,2,1.649145795616321,1981.0,529.0,1,1,1_1
154,5.7,2009-01-03 19:48:53+00:00,-73.95679100000001,40.778415,-73.959385,40.763478000000006,2,3,1,0,2,1.6752217673622172,2162.0,494.0,2,1,2_1
155,6.5,2009-01-03 18:54:43+00:00,-73.975897,40.7652,-73.954426,40.771106,1,1,1,0,2,1.923732151213141,2840.0,670.0,2,1,2_1
157,6.1,2009-01-03 13:35:34+00:00,-73.986985,40.729109,-73.97711899999999,40.743025,1,2,1,0,2,1.7565320602968575,2336.0,512.0,1,0,1_0
159,6.9,2009-01-03 22:30:00+00:00,-73.991055,40.761162,-73.980078,40.779983,5,3,1,1,2,2.287859933935601,2758.0,675.0,2,0,2_0
160,6.5,2009-01-03 22:10:00+00:00,-73.977537,40.746627,-73.960003,40.762517,1,3,1,0,2,2.302862120982853,2713.0,548.0,1,1,1_1
162,14.9,2009-01-03 14:26:00+00:00,-73.870377,40.77338,-73.91723,40.758863,1,2,1,0,2,4.263234377224041,5077.0,747.0,2,2,2_2
163,4.9,2009-01-03 10:09:15+00:00,-73.991146,40.735894,-73.990724,40.745812,1,2,1,0,2,1.1034042133331263,1477.0,331.0,1,0,1_0
164,7.7,2009-01-03 11:17:00+00:00,-73.97563199999999,40.765248,-73.99764,40.735018,1,2,1,0,2,3.838760172661459,4326.0,1064.0,2,1,2_1
167,5.7,2009-01-03 10:05:00+00:00,-73.954488,40.784157,-73.97542299999999,40.788083,1,2,1,0,2,1.8158095091002548,2422.0,473.0,2,1,2_1
168,5.4,2009-01-04 00:29:16+00:00,-73.969656,40.779687,-73.964867,40.78602,1,0,1,0,2,0.8114648226549276,5308.0,1012.0,2,1,2_1
169,8.5,2009-01-03 17:46:00+00:00,-73.99906700000001,40.75993,-73.979835,40.743590000000005,2,1,1,0,2,2.434265940359196,3184.0,884.0,2,0,2_0
173,4.5,2009-01-03 16:16:00+00:00,-73.97776,40.787,-73.98227299999999,40.775982,1,2,1,0,2,1.2827194668236932,1305.0,326.0,2,1,2_1
174,9.3,2009-01-04 00:53:00+00:00,-73.98033000000001,40.744283,-73.989078,40.721668,1,0,1,0,2,2.6204759079457327,3780.0,911.0,1,1,1_1
175,5.3,2009-01-03 17:31:00+00:00,-73.982457,40.761732,-73.99808,40.761067,1,1,1,0,2,1.31789107960457,1812.0,453.0,2,0,2_0
176,4.9,2009-01-03 14:10:54+00:00,-73.985282,40.751895000000005,-73.977094,40.765192,3,2,1,0,2,1.6314869301120376,3292.0,870.0,2,0,2_0
177,11.3,2009-01-03 19:37:00+00:00,-73.977035,40.763072,-73.929947,40.764265,2,3,1,0,2,3.967972430172311,5814.0,1018.0,2,1,2_1
178,9.3,2009-01-03 02:14:00+00:00,-73.994807,40.744487,-74.00879300000001,40.709615,2,0,1,0,2,4.0527375244950425,4929.0,1223.0,1,0,1_0
179,7.7,2009-01-03 09:45:17+00:00,-74.001021,40.718725,-73.976483,40.722999,2,1,1,0,2,2.121830065200096,5081.0,738.0,1,0,1_0
180,5.7,2009-01-03 01:51:00+00:00,-73.987675,40.71989,-73.980717,40.729753,3,0,1,0,2,1.2436181775130095,2269.0,545.0,1,0,1_0
183,6.5,2009-01-03 12:55:00+00:00,-73.996228,40.73295,-73.987978,40.750708,1,2,1,0,2,2.093353549733453,2425.0,553.0,1,0,1_0
184,12.1,2009-01-03 14:20:53+00:00,-73.968388,40.799804,-74.00207900000001,40.750895,2,2,1,0,2,6.13391287590656,7756.0,982.0,2,1,2_1
185,6.5,2009-01-03 17:59:51+00:00,-73.977762,40.752264,-73.99430699999999,40.759203,2,1,1,0,2,1.5929293037154175,1592.0,509.0,2,1,2_1
186,13.7,2009-01-03 23:31:00+00:00,-73.990902,40.734877,-73.944452,40.718143,1,0,1,0,2,4.333977893975645,7631.0,1373.0,1,0,1_0
188,5.3,2009-01-03 22:15:00+00:00,-73.96000699999999,40.76608,-73.97296300000001,40.755867,3,3,1,0,2,1.5749222915484478,2850.0,595.0,2,1,2_1
189,6.9,2009-01-03 23:10:00+00:00,-74.00244,40.730325,-73.99669200000001,40.722095,1,0,1,0,2,1.035415211959283,1757.0,580.0,1,0,1_0
190,6.5,2009-01-03 08:57:56+00:00,-73.983197,40.738779,-73.989425,40.757173,1,1,1,0,2,2.11153631366824,2971.0,812.0,1,0,1_0
192,6.5,2009-01-04 00:26:00+00:00,-73.986177,40.758105,-73.990425,40.751487,2,0,1,0,2,0.818267967224601,1873.0,566.0,2,0,2_0
193,5.3,2009-01-03 10:14:26+00:00,-73.950199,40.78003,-73.959911,40.763545,1,2,1,0,2,2.007221288563638,2159.0,473.0,2,1,2_1
194,10.1,2009-01-03 11:40:00+00:00,-73.99417,40.726453,-73.96441800000001,40.756142,5,2,1,1,2,4.145020363324029,4711.0,930.0,1,0,1_0
195,4.5,2009-01-03 05:00:00+00:00,-74.002243,40.739655,-73.99257,40.73224,1,0,1,0,2,1.1593286774918357,1437.0,379.0,1,0,1_0
197,9.4,2009-01-03 02:06:01+00:00,-74.00561400000001,40.740998,-73.973598,40.748127,1,0,1,0,2,2.8112423604496786,4611.0,1130.0,1,0,1_0
198,6.9,2009-01-03 20:16:00+00:00,-73.99491,40.725623,-73.979663,40.743715,1,3,1,0,2,2.386933678249404,2497.0,503.0,1,0,1_0
199,5.7,2009-01-03 12:23:00+00:00,-73.99173499999999,40.759785,-74.001912,40.741225,5,2,1,1,2,2.2347490628335,2465.0,561.0,2,0,2_0
200,7.8,2009-01-03 22:48:29+00:00,-73.984364,40.743225,-73.982069,40.761731,1,3,1,0,2,2.066833978519336,2811.0,771.0,1,0,1_0
202,5.3,2009-01-03 19:41:00+00:00,-73.992215,40.759185,-73.992653,40.768387,1,3,1,0,2,1.023880436265482,1866.0,400.0,2,0,2_0
203,14.65,2009-01-03 15:26:39+00:00,-73.981873,40.7591,-73.98507099999999,40.742405,4,2,1,0,2,1.8758433596619544,2482.0,614.0,2,1,2_1
205,10.1,2009-01-04 00:10:49+00:00,-74.00553599999999,40.740567,-73.983339,40.72218,2,0,1,0,2,2.770978742422026,3607.0,1029.0,1,0,1_0
206,5.3,2009-01-03 13:39:00+00:00,-73.953218,40.771697,-73.94699200000001,40.78818,1,2,1,0,2,1.906322029548721,2327.0,444.0,2,1,2_1
207,9.3,2009-01-03 19:21:00+00:00,-73.97112800000001,40.795473,-73.944365,40.819343,1,3,1,0,2,3.481184324665522,4232.0,879.0,2,1,2_1
208,6.5,2009-01-03 09:58:41+00:00,-73.989875,40.734244,-73.994036,40.751352,1,1,1,0,2,1.9343518685535708,2681.0,712.0,1,0,1_0
209,8.5,2009-01-03 19:12:30+00:00,-73.967973,40.762912,-73.985157,40.769322,1,3,1,0,2,1.6131857909211906,1785.0,548.0,2,1,2_1
210,5.3,2009-01-03 16:09:00+00:00,-73.992248,40.742757,-73.977075,40.743282,5,2,1,1,2,1.2796003004093837,1842.0,462.0,1,0,1_0
214,6.1,2009-01-03 19:05:09+00:00,-73.95327900000001,40.775689,-73.965857,40.761931,1,3,1,0,2,1.8607347462080148,2020.0,501.0,2,1,2_1
216,6.5,2009-01-04 16:51:00+00:00,-74.006173,40.733157,-73.990503,40.724577,5,2,1,1,3,1.6290251686213373,1990.0,678.0,1,0,1_0
218,4.5,2009-01-04 23:37:00+00:00,-73.996517,40.725477000000005,-73.990848,40.717257,1,0,1,0,3,1.0313482612698106,1552.0,479.0,1,0,1_0
219,9.4,2009-01-04 20:38:40+00:00,-73.979727,40.776071,-73.98777700000001,40.743771,3,3,1,0,3,3.655032140037388,4628.0,1088.0,2,1,2_1
222,6.5,2009-01-05 01:08:00+00:00,-73.994672,40.718665,-73.981038,40.737067,5,0,0,1,3,2.3466751893505005,2636.0,625.0,1,0,1_0
225,9.7,2009-01-04 13:34:53+00:00,-73.951736,40.784885,-73.966279,40.753856,1,2,1,0,3,3.661181896602047,5162.0,621.0,2,1,2_1
226,4.6,2009-01-04 22:36:08+00:00,-73.98746899999999,40.765349,-73.978673,40.762275,2,3,1,0,3,0.8158542015766161,1370.0,436.0,2,0,2_0
227,9.0,2009-01-04 04:09:17+00:00,-73.987812,40.738146,-74.009776,40.722232,3,0,1,0,3,2.560580170581807,4053.0,956.0,1,0,1_0
228,8.5,2009-01-04 18:57:36+00:00,-73.98499,40.748364,-73.984222,40.764693,1,1,1,0,3,1.8168539096777805,2438.0,710.0,1,0,1_0
229,5.3,2009-01-04 13:20:00+00:00,-73.979058,40.761558,-73.988003,40.756237,5,2,1,1,3,0.9579596416109508,2181.0,636.0,2,1,2_1
230,10.9,2009-01-04 12:20:46+00:00,-73.95503199999999,40.76916,-73.97111600000001,40.80082,1,2,1,0,3,3.771894563220851,5314.0,1119.0,2,1,2_1
231,5.3,2009-01-04 13:07:36+00:00,-73.973714,40.747929,-73.985454,40.751186,1,2,1,0,3,1.053180972165503,1679.0,559.0,1,1,1_1
232,7.7,2009-01-04 20:44:00+00:00,-73.969012,40.761132,-73.99640500000001,40.733105,4,3,1,0,3,3.87780983070169,4908.0,1213.0,2,1,2_1
233,7.7,2009-01-04 17:12:00+00:00,-73.967252,40.760012,-73.983308,40.748917,1,1,1,0,3,1.830597446217843,2712.0,736.0,2,1,2_1
234,9.4,2009-01-04 02:18:28+00:00,-73.991551,40.72705,-74.00147,40.746654,4,0,1,0,3,2.3345735735053528,3113.0,741.0,1,0,1_0
236,7.7,2009-01-04 13:51:00+00:00,-73.962497,40.76308,-73.98472,40.736343,1,2,1,0,3,3.513300762627258,3720.0,849.0,2,1,2_1
237,10.1,2009-01-04 20:36:00+00:00,-73.992052,40.744283,-74.008628,40.704872,1,3,1,0,3,4.599541133857134,5478.0,1289.0,1,0,1_0
238,8.1,2009-01-04 12:52:11+00:00,-73.981964,40.779528000000006,-73.956374,40.775396,1,2,1,0,3,2.203184810243928,3156.0,698.0,2,1,2_1
239,9.8,2009-01-04 21:48:14+00:00,-73.98208199999999,40.755272,-73.99632,40.723822,1,3,1,0,3,3.6970956987803993,4606.0,1189.0,2,0,2_0
240,7.4,2009-01-04 22:49:35+00:00,-73.949448,40.781747,-73.976745,40.788477,1,3,1,0,3,2.416981480036448,3069.0,676.0,2,1,2_1
241,6.9,2009-01-04 13:04:00+00:00,-73.97984699999999,40.743308,-73.961087,40.769158,2,2,1,0,3,3.2800868693426777,3280.0,713.0,1,1,1_1
242,5.7,2009-01-04 14:02:00+00:00,-73.96989,40.754223,-73.967667,40.7486,1,2,1,0,3,0.6526876051502064,2215.0,499.0,2,1,2_1
244,9.7,2009-01-04 21:31:00+00:00,-74.005675,40.721732,-73.978255,40.729242,1,3,1,0,3,2.456910055986796,3828.0,900.0,1,0,1_0
245,9.7,2009-01-04 13:09:35+00:00,-73.981086,40.73799,-73.99104200000001,40.765697,1,2,1,0,3,3.1929817028376006,4512.0,1117.0,1,1,1_1
